Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes
2021-10-20,989,1969,1531,1169,444,2428,18836,871,1062,1022,3989,717,785,2208,218,472
2021-10-21,1158,2011,2215,1664,1881,4075,23261,1572,3593,1291,5977,2119,1376,4150,467,543
2021-10-22,1241,1478,1892,1305,2134,4919,26385,2104,3016,1650,6842,2010,1485,3948,534,681
2021-10-23,1062,1039,2212,1322,1973,4089,26697,1885,4203,1848,5738,1879,1194,3833,503,451
2021-10-24,1238,1389,3033,1267,2371,4807,25885,1694,3463,1515,5823,2471,1435,4617,491,721
2021-10-25,1460,1944,2644,981,2018,3448,22710,2038,3241,1475,4122,2189,674,3163,452,602
2021-10-26,707,1966,2131,197,1313,1918,15252,703,1120,645,2750,789,402,1432,327,265
2021-10-27,1276,1846,1547,1414,679,2746,22446,806,1402,646,4285,1122,845,1817,252,486
2021-10-28,1154,2021,2350,2349,2224,5029,25598,862,3453,1507,6468,1998,1522,4181,369,836
2021-10-29,1135,1436,1923,1597,2521,4644,27274,1824,3354,1730,5627,1995,1612,4167,530,802
2021-10-30,1313,988,2183,1916,2203,5067,27197,1954,3813,1590,6066,2217,1207,3942,559,529
2021-10-31,1371,1503,2833,1400,2430,4992,25843,1870,3238,1609,5704,2513,1288,3409,558,527
2021-11-01,1126,2222,2580,1260,2161,3632,21048,1889,3289,1586,4134,2133,989,3320,387,502
2021-11-02,914,1842,1953,233,1287,1963,17274,976,1177,1250,2856,1454,445,1532,313,557
2021-11-03,780,1182,1406,210,375,1382,15823,1015,882,671,2813,853,414,794,403,115
2021-11-04,1007,1655,1989,1288,776,3415,23239,570,1448,1046,4418,1426,829,2198,258,516
2021-11-05,616,2051,2357,1878,2109,4688,30209,2380,4287,1637,7613,2172,1588,4862,474,713
2021-11-06,1346,1346,2347,1769,2876,5950,32742,2123,3593,1532,7029,2561,1703,4403,704,675
2021-11-07,922,1563,2942,2502,2719,5922,27918,2496,3954,1545,8107,2779,1939,4570,744,925
2021-11-08,913,2417,3439,766,2450,4727,24931,2132,3232,1568,4669,2541,827,4116,777,995
2021-11-09,1062,1060,1989,1134,1284,1999,19146,1218,2578,1154,3352,1341,612,1818,633,150
2021-11-10,1005,2177,2150,1600,912,3460,23723,575,1520,1057,5386,1430,850,2495,446,760
2021-11-11,1257,1839,2740,2261,2331,5405,30542,2146,4039,1748,9175,2593,1703,4841,561,909
2021-11-12,1148,1861,2338,1699,3136,5886,30106,2153,4078,1718,8145,2955,1933,4589,730,1064
2021-11-13,1411,1704,2245,1967,2515,5617,31486,2126,3960,2289,7275,3074,1920,4828,706,691
2021-11-14,1215,1462,3041,1588,2470,6727,28551,2129,4094,1603,8004,2843,1953,4485,865,993
2021-11-15,1290,2791,3091,2426,2143,3709,27347,2217,4130,1721,5921,2990,1153,3675,677,545
2021-11-16,1120,1917,2394,426,1621,2234,20834,1701,2548,1507,4059,2562,721,1948,498,490
2021-11-17,1179,2083,1862,1231,842,3321,24455,885,1507,1441,5288,1486,786,2493,789,697
2021-11-18,1477,2140,2939,2011,2380,5715,26995,1788,4417,1430,8452,2274,1777,5159,723,899
2021-11-19,1298,1643,1958,2159,2569,5771,27588,2920,4533,1589,8968,2591,2235,5386,877,887
2021-11-20,971,1479,2249,1599,2193,5834,32190,1825,4741,1805,7828,2952,1873,4660,859,927
2021-11-21,1001,1667,2790,2147,2371,5249,26939,2224,4208,1508,6582,3464,1841,4925,735,941
2021-11-22,968,1849,2966,1687,2452,4476,24978,2532,3948,1540,4848,2319,931,3826,816,479
2021-11-23,703,2012,2215,617,1178,2121,15704,1324,2391,1347,4457,1356,828,2575,443,287
2021-11-24,1377,2205,1574,1300,795,3530,19909,901,1548,1494,5602,1318,812,1821,263,549
2021-11-25,1240,2880,3139,1496,2413,5538,27749,2171,4238,1456,8189,2918,2267,5710,615,665
2021-11-26,1341,1769,1979,2643,2314,4955,24464,2072,4422,1600,7752,2844,1678,5119,840,924
2021-11-27,945,1692,2236,1086,2241,5161,25551,2661,3838,1867,8079,2842,2039,4601,806,972
2021-11-28,931,1744,2580,1463,2401,5026,23073,2101,4263,1964,7765,2700,1713,5011,587,966
2021-11-29,979,2689,2537,3230,2647,4056,23833,2127,3938,1567,5143,2980,825,4244,488,296
2021-11-30,598,1840,2504,362,1059,1738,14596,710,1231,1283,4308,1322,862,2022,547,806
2021-12-01,1572,1670,1818,1527,731,2721,18811,677,1238,1091,5854,1267,790,2762,272,745
2021-12-02,1345,2249,2798,1998,2335,5680,27708,2108,3818,1576,7919,2595,2245,4532,541,1261
2021-12-03,997,1783,1914,2380,2032,5016,28335,2550,4689,1897,6987,3083,2126,4791,747,845
2021-12-04,1113,1534,1976,2240,2476,3694,26156,2360,3878,1575,7889,2982,2071,5893,663,737
2021-12-05,879,1784,2616,1276,2077,5206,22897,1628,3579,1787,8112,2796,1525,5738,565,737
2021-12-06,703,2092,2858,2093,2562,3525,20646,1544,3521,1589,5095,2745,1065,4189,477,504
2021-12-07,691,1453,2037,407,942,1522,18323,935,886,1173,2938,1596,740,2344,303,247
2021-12-08,1448,1809,1958,1393,636,2680,20948,624,1388,741,4177,1125,839,2650,238,560
2021-12-09,931,1942,2266,1458,2388,4542,23074,1499,3736,1643,7428,2215,1876,5047,444,783
2021-12-10,593,1208,1397,1691,1861,2968,17873,1616,3409,1339,5817,2334,979,3038,507,445
2021-12-11,937,1230,1514,1187,1040,3123,19895,1192,1522,1130,3949,1347,1114,2964,270,551
2021-12-12,1139,1557,2272,1110,1974,4639,22388,1484,3624,1240,6456,2691,1647,4432,435,931
2021-12-13,804,1781,2811,2294,2222,2757,20111,1705,3249,1413,4872,2621,840,3557,469,664
2021-12-14,670,1739,1779,375,893,1535,18895,989,1035,786,3195,1312,612,1603,331,241
2021-12-15,1476,1861,2486,1503,530,3072,19671,662,815,646,4197,1465,903,2454,281,568
2021-12-16,1057,1822,2907,1785,2064,4354,23812,1858,3524,1668,6897,2775,1700,4516,436,1080
2021-12-17,898,1666,2638,1747,1967,4493,25307,1646,3102,1588,6611,2819,1779,4837,448,886
2021-12-18,803,1443,2329,1703,1954,3764,23802,2142,3324,1343,6720,3084,1575,4626,381,705
2021-12-19,1019,1486,3616,2045,1621,3957,18430,1964,2447,1326,5918,2408,1459,3484,339,657
2021-12-20,882,1653,2806,800,2563,2470,22569,1178,2523,1455,4805,2325,950,2620,496,599
2021-12-21,583,1508,2491,480,1055,1654,15287,667,764,578,2629,1151,601,1389,209,120
2021-12-22,675,1494,1937,1395,523,2524,18180,746,911,667,5024,1349,804,2161,162,547
2021-12-23,1587,1850,3130,1709,2007,3816,26275,1786,2930,1378,6579,2041,1659,3810,335,822
2021-12-24,880,1783,2133,1539,1651,3734,19145,1727,3201,1129,6089,2377,1705,3964,345,916
2021-12-25,922,1316,1838,1323,1547,3355,20003,1636,2128,1438,6207,2570,1340,3785,333,1070
2021-12-26,1090,1430,3328,1339,1514,3360,20815,1378,2685,1075,4043,2068,1545,3206,394,648
2021-12-27,521,980,789,238,707,1257,11337,953,924,655,1870,1402,259,1243,194,196
2021-12-28,382,755,1914,264,508,1063,9992,439,602,300,1487,849,317,664,66,339
2021-12-29,694,1593,3415,1275,648,2860,21010,514,714,858,4396,1305,890,2320,236,626
2021-12-30,1771,2081,2361,1321,1898,4454,23555,1736,3260,1130,7621,2752,1785,4035,331,908
2021-12-31,1041,1545,2015,1392,1615,4331,20371,1826,2574,1249,6506,2913,1578,3727,254,931
2022-01-01,1185,1585,1954,1567,1793,4275,21520,1727,3963,1667,6315,2693,1403,3489,500,612
2022-01-02,1112,2466,3197,1073,1972,3821,22734,2252,2485,1061,4624,2674,1700,2527,337,674
2022-01-03,688,1971,719,604,1596,1066,9630,534,703,729,1781,1553,477,1107,257,171
2022-01-04,660,1027,2186,248,516,1469,9687,579,576,487,1640,745,302,735,59,389
2022-01-05,1594,2386,3351,1323,793,3156,17293,797,1197,833,4652,1357,1047,2526,179,643
2022-01-06,1659,2694,2929,1755,2369,5411,24994,1577,2495,1671,7836,1983,1557,4571,383,1044
2022-01-07,1261,2861,2268,1060,1751,5777,26018,1870,3523,1498,6510,2833,1696,4923,306,1472
2022-01-08,1633,2279,2537,1661,2219,6472,27391,1945,3151,1460,7073,3430,1579,4082,561,1236
2022-01-09,1935,3213,3483,2079,1811,5879,23722,1849,3308,1468,6447,3497,2264,4729,353,1424
2022-01-10,1251,3746,3145,864,2166,4991,24527,1911,2962,1326,4781,3469,1214,2880,477,1425
2022-01-11,1107,2769,4503,542,759,2898,20860,1010,835,964,2714,2630,949,1144,265,872
2022-01-12,1028,2689,2544,1343,878,3992,21734,967,1011,704,4132,2373,1156,2334,237,1115
2022-01-13,2465,4005,3703,2193,2043,6883,36860,1718,4177,1842,7387,3495,1901,4790,627,1134
2022-01-14,1618,3332,3525,1842,2367,6484,33029,2245,3502,1565,6346,4398,1976,3713,480,2190
2022-01-15,2215,3309,4044,1894,2934,6921,33951,2499,3451,1708,7177,4808,2022,4146,586,1438
2022-01-16,2455,2872,4819,2025,2508,7304,32539,2123,4147,2082,8172,4976,1948,4724,553,1697
2022-01-17,1610,3308,5505,1413,2833,6339,32627,2631,3488,1859,6751,4181,1310,3028,643,1634
2022-01-18,1560,3203,5901,729,1564,3594,21950,1315,1099,1027,3272,3359,905,1393,311,1145
2022-01-19,872,2479,4180,1450,1432,5460,24491,1285,1634,1494,4545,2444,1313,2296,261,841
2022-01-20,2016,3151,4784,1889,1853,6555,32819,2120,3758,2031,8265,4188,2502,5320,552,1848
2022-01-21,972,4527,4514,2174,3088,7727,34556,2572,4223,1967,8919,3984,2488,4825,590,1528
2022-01-22,829,2916,3059,1609,2799,7123,32272,2594,3811,1341,8776,4650,2193,4395,790,1977
2022-01-23,271,2663,2627,2095,2904,7655,30973,2577,4963,1137,6944,4422,2668,3630,734,1620
2022-01-24,359,3063,4362,3543,2772,7639,32631,2173,4426,475,7270,4858,2299,4580,665,1980
2022-01-25,426,4059,4775,2226,1878,5970,30922,2891,3178,199,4562,3863,1100,2470,696,676
2022-01-26,254,3172,3269,1681,2527,5745,32776,2213,3323,938,5204,3722,1792,2776,623,1298
2022-01-27,568,2680,5415,2202,2755,7910,35396,3177,4236,2553,10148,5142,2486,5262,731,1943
2022-01-28,1382,2364,5115,2552,2941,8044,39146,2965,5053,1967,12352,5402,2897,6462,839,1755
2022-01-29,524,2519,4756,3030,3539,10133,44725,3379,5595,2632,10281,5983,3313,6142,795,1492
2022-01-30,507,2623,4924,2068,3684,10208,41084,3594,5152,2760,10914,5624,3119,5894,961,1606
2022-01-31,1040,3122,5672,2729,3228,8123,42839,3025,5141,952,8677,5207,3210,5901,844,1602
2022-02-01,1011,1582,5300,1620,2207,5841,29888,1934,5508,3152,7316,5264,1847,3029,528,994
2022-02-02,354,1738,3437,1779,3217,5529,38627,2887,4928,1920,6770,3930,1794,4032,631,609
2022-02-03,1941,2811,4633,2088,3470,8788,44871,2754,5981,2023,10843,4654,3233,6113,784,1646
2022-02-04,1535,2029,4892,2739,3693,9818,42977,3420,6566,2834,12172,5567,2803,6097,1040,1723
2022-02-05,976,1879,4354,3201,3269,9959,38289,3833,6987,968,11415,6126,2960,7935,931,1514
2022-02-06,392,1733,4706,2093,3480,9113,40734,3448,6320,2324,10597,5738,2856,7579,812,1432
2022-02-07,1297,1673,5189,2300,3598,8723,40136,3222,6370,2889,9471,5259,1644,5814,933,980
2022-02-08,1220,797,4448,2331,2291,6269,30839,2689,6637,2586,8811,5249,1320,4114,996,456
2022-02-09,1327,1258,3065,3401,2650,6603,34051,2971,5497,1827,8021,5088,4146,3154,831,587
2022-02-10,1830,2262,4369,2404,2411,8407,39770,3512,5933,1346,9508,6107,3259,6658,1000,1477
2022-02-11,1442,1646,3426,2319,3513,9840,46132,3777,5802,1980,8948,6232,2262,6735,847,1041
2022-02-12,1336,1255,2988,4054,3478,8360,35061,3593,6073,2475,10352,6251,2474,6734,870,1113
2022-02-13,1068,1478,3570,2918,3052,8384,35323,3210,5829,3099,10901,6250,3071,7029,955,1010
2022-02-14,860,1028,3488,1205,2908,8507,32849,2948,5471,2465,7443,5067,1920,5881,863,743
2022-02-15,754,484,3068,907,2815,4296,24215,2996,4349,1761,6404,4732,1410,3277,495,197
2022-02-16,722,1415,3018,1040,1820,5834,28311,3700,4260,1487,7647,5159,1709,5784,535,583
2022-02-17,1316,1957,2806,1728,2615,7939,37146,3689,5882,1935,9768,6008,2745,6844,623,898
2022-02-18,1107,1821,2661,1212,2666,6712,31125,3463,6723,2636,9914,4936,2599,6598,714,993
2022-02-19,985,1427,2551,1787,2980,7551,30023,2937,7306,2113,10253,5025,2350,5073,774,1030
2022-02-20,845,1177,3248,1543,3215,7073,29001,2567,7045,1867,8098,5467,2404,5715,742,991
2022-02-21,685,1188,3351,1385,2558,6734,25251,1993,6335,1861,8388,4795,1730,4670,378,397
2022-02-22,650,1082,3164,630,2127,3288,24913,1322,3260,1898,5832,3336,1604,3552,348,227
2022-02-23,640,1177,2677,1151,1378,4390,23754,1111,1728,1779,8083,3734,1281,4243,291,681
2022-02-24,1462,1430,2971,1769,2429,7190,27646,2442,5962,4276,9127,5006,2451,5587,517,855
2022-02-25,864,944,2111,1139,2023,6623,30343,2154,7272,3409,10002,4542,2164,5970,545,882
2022-02-26,726,1386,2342,1874,2486,6137,25200,2339,6976,2669,9651,4616,2257,6652,627,646
2022-02-27,726,1179,2747,1792,2397,6186,29378,2137,5151,2116,9558,4264,1873,4152,319,1061
2022-02-28,818,1253,2969,1052,2554,5183,25983,1766,3802,1784,6336,3690,1644,3487,478,377
2022-03-01,447,385,1369,481,1775,3128,14068,1260,3235,980,4125,2981,913,3094,177,164
2022-03-02,673,826,2118,851,1093,4500,22809,1258,2878,1333,4927,2992,1268,3634,298,515
2022-03-03,970,1695,2431,2197,2113,5653,26910,1911,4684,2021,8015,4936,1852,5190,383,786
2022-03-04,717,1485,1674,1022,2485,6081,29507,2477,5334,1740,7511,3944,1637,4512,486,593
2022-03-05,596,1215,2460,1062,1987,5360,28983,1822,4682,1800,6959,4156,1545,4185,357,571
2022-03-06,708,1146,2194,1903,2328,5312,30487,2116,5105,2010,6401,3585,1494,3163,312,715
2022-03-07,531,1133,2634,909,1923,4128,23126,1579,3803,1921,5251,3374,1176,2666,312,648
2022-03-08,597,715,3344,396,1509,2342,20205,1111,1560,872,4124,1761,652,1590,160,261
2022-03-09,654,1518,2133,1389,1359,3947,25647,785,2123,842,5301,2326,900,1976,277,455
2022-03-10,925,1376,2362,1374,2643,6492,25419,2465,5532,1796,8977,3738,1645,4075,419,1009
2022-03-11,694,1403,2194,1899,2332,6058,27610,2667,4856,1761,7463,3631,1115,4021,405,745
2022-03-12,816,938,2203,1142,2672,5626,27251,2178,5377,1768,8226,4029,1280,3571,503,567
2022-03-13,729,1202,2430,1421,2337,5576,23843,2334,4736,1894,7567,4192,1580,3500,517,839
2022-03-14,597,1194,2220,965,2128,4273,17183,1584,4067,1363,5571,3863,1080,2414,274,350
2022-03-15,516,1057,3169,617,1225,3007,13879,1005,2495,715,3896,1964,698,806,140,0
2022-03-16,856,1637,1940,1405,1653,4552,23898,1240,3065,1431,6311,3354,1219,2551,357,1402
2022-03-17,789,1591,3183,1240,2596,6527,28197,2267,5246,1897,9293,5279,1704,4989,492,985
2022-03-18,733,1511,2310,1098,3199,6601,26595,2830,5726,2378,8653,4572,1542,4349,595,1186
2022-03-19,700,1289,1844,1317,2518,5833,24610,2558,4847,2056,7943,4897,1384,3793,239,1057
2022-03-20,836,1338,2761,1289,2647,6046,24047,2386,4431,1580,7382,4573,1220,3492,463,967
2022-03-21,513,1327,3143,1389,2346,4395,21523,1925,3939,1525,4417,4159,1068,2641,430,483
2022-03-22,522,861,1570,400,1153,2340,10902,833,1260,845,3547,1804,718,1772,234,288
2022-03-23,879,1517,2304,1176,1330,4329,18297,1200,1630,1442,4953,2129,833,2348,176,869
2022-03-24,1301,1734,2139,1780,2915,6342,25937,2807,5332,1724,8883,4309,1652,4540,419,1011
